flag	content
$LINE_ENDING_ZELEMIR_UNSCATHED_1390_CHAR	$KNI
$LINE_ENDING_ZELEMIR_UNSCATHED_1390_TEXT	...
$LINE_ENDING_ZELEMIR_UNSCATHED_1400_CHAR	$KNI
$LINE_ENDING_ZELEMIR_UNSCATHED_1400_TEXT	„Das Liebeskummerlama auf weiter See …“
$LINE_ENDING_ZELEMIR_UNSCATHED_1410_CHAR	$MCG
$LINE_ENDING_ZELEMIR_UNSCATHED_1410_TEXT	Ok, jetzt auf einem Fuß und im Falsett!
$SCENE_EPILOGUE_TITLE	Ein geheimer Epilog
$LINE_EPILOGUE_00_CHAR	$KNI
$LINE_EPILOGUE_00_TEXT	...und so geht das <LQ>Liebeskummerlamalied<RQ>.
$LINE_EPILOGUE_10_CHAR	$MCG
$LINE_EPILOGUE_10_TEXT	Eindrucksvoll ... Ich hätte nie gedacht, dass du so einen großen ... Stimmbereich hast ...
$LINE_EPILOGUE_20_CHAR	$MCG
$LINE_EPILOGUE_20_TEXT	Ich meine, ich glaube sogar ich könnte einige dieser hohen Töne nicht treffen.
$LINE_EPILOGUE_30_CHAR	$KNI
$LINE_EPILOGUE_30_TEXT	Einer der vielen Vorteile eines Eunuchen.
$LINE_EPILOGUE_40_CHAR	$MCG
$LINE_EPILOGUE_40_TEXT	WAS?
$LINE_EPILOGUE_50_CHAR	$KNI
$LINE_EPILOGUE_50_TEXT	Ich wollte dir nur einen Bären aufbinden.
$LINE_EPILOGUE_60_CHAR	$MCG
$LINE_EPILOGUE_60_TEXT	Wow ... das war ... Ich war dabei, einige Dinge zu überdenken ...
$LINE_EPILOGUE_70_CHAR	$KNI
$LINE_EPILOGUE_70_TEXT	Zum Beisp–
$LINE_EPILOGUE_80_CHAR	$BER
$LINE_EPILOGUE_80_TEXT	Yo!
$LINE_EPILOGUE_90_CHAR	$MCG
$LINE_EPILOGUE_90_TEXT	*$BER? $RAN? Was macht ihr hier?
$LINE_EPILOGUE_100_CHAR	$BER
$LINE_EPILOGUE_100_TEXT	Nun, wie sich herausgestellt hat, war dieses <LQ>Auge des Steins<RQ>-Ding ein Riesenschw�chling. Hab ihn mit nur einem Schlag umgehauen.
$LINE_EPILOGUE_110_CHAR	$RAN
$LINE_EPILOGUE_110_TEXT	Und dann hatte der auch nur fünf Köpfe!
$LINE_EPILOGUE_120_CHAR	$BER
$LINE_EPILOGUE_120_TEXT	Ich weiß! Ich fühle mich so veräppelt!
$LINE_EPILOGUE_130_CHAR	$RAN
$LINE_EPILOGUE_130_TEXT	Jedenfalls haben wir einige Kultisten erledigt -
$LINE_EPILOGUE_140_CHAR	$BER
$LINE_EPILOGUE_140_TEXT	Mensch, diese Leute sind jetzt einfach nur noch traurig!
$LINE_EPILOGUE_150_CHAR	$RAN
$LINE_EPILOGUE_150_TEXT	- aber dann haben wir von diesem Juwel <LQ>Drachenauge<RQ> geh�rt. Irgendein Oger h�lt es in einem Turm voller gigantischer Schlangen unter Verschluss.
$LINE_EPILOGUE_160_CHAR	$BER
$LINE_EPILOGUE_160_TEXT	Und dann hat der Oger sieben -
$LINE_EPILOGUE_170_CHAR	$RAN
$LINE_EPILOGUE_170_TEXT	Das wollen sie bestimmt nicht hören!
$LINE_EPILOGUE_180_CHAR	$BER
$LINE_EPILOGUE_180_TEXT	Ich sag ja nur, es würd einige seltsame Trophäen abgeben ...
$LINE_EPILOGUE_190_CHAR	$RAN
$LINE_EPILOGUE_190_TEXT	Jedenfalls, wir kamen vorbei und dachten, dass wir einfach mal „Hi“ sagen!
$LINE_EPILOGUE_200_CHAR	$MCG
$LINE_EPILOGUE_200_TEXT	... Es sind gerade einmal vier Tage vergangen ...
$LINE_EPILOGUE_210_CHAR	$BER
$LINE_EPILOGUE_210_TEXT	Oh, das erinnert mich: wenn du nach Ash gehst, könntest du meinem Vater diesen Brief überreichen?
$LINE_EPILOGUE_220_CHAR	$BER
$LINE_EPILOGUE_220_TEXT	Er denkt, ich studiere in irgendeiner nordischen Stadt, also erwähne nicht das ganze Gruben-Ding.
$LINE_EPILOGUE_230_CHAR	$BER
$LINE_EPILOGUE_230_TEXT	Er könnte sowas wie super sauer werden und irgendwen ins Exil schicken oder sowas.
$LINE_EPILOGUE_240_CHAR	$KNI
$LINE_EPILOGUE_240_TEXT	Exil?
$LINE_EPILOGUE_250_CHAR	$MCG
$LINE_EPILOGUE_250_TEXT	Sag mal, wer IST dein Vater?
$LINE_EPILOGUE_260_CHAR	$BER
$LINE_EPILOGUE_260_TEXT	Öhm, seine Majestät, der König.
$LINE_EPILOGUE_270_CHAR	$RAN
$LINE_EPILOGUE_270_TEXT	Ernsthaft, ihr wusstet das nicht?
$LINE_EPILOGUE_280_CHAR	$BER
$LINE_EPILOGUE_280_TEXT	Mann, ich bin echt froh, dass der Prinz vollj�hrig wird, bevor ich �bernehmen muss. Allein schon der Gedanke, ein Land zu regieren, l�sst meinen Kopf explodieren...
$LINE_EPILOGUE_290_CHAR	$RAN
$LINE_EPILOGUE_290_TEXT	Erzählt ihnen nicht, in welche Richtung wir auf sind, ok?
$LINE_EPILOGUE_300_CHAR	$BER
$LINE_EPILOGUE_300_TEXT	Nun, es war ein tolles Gespräch, aber wir müssen Trophäen aus einem Oger -
$LINE_EPILOGUE_310_CHAR	$RAN
$LINE_EPILOGUE_310_TEXT	Sie wollen den Teil nicht wissen!
$LINE_EPILOGUE_320_CHAR	$BER
$LINE_EPILOGUE_320_TEXT	Nun los! Zur GEWALT!
$LINE_EPILOGUE_330_CHAR	$KNI
$LINE_EPILOGUE_330_TEXT	...
$LINE_EPILOGUE_340_CHAR	$MCG
$LINE_EPILOGUE_340_TEXT	Ganz meine Meinung.
$SCENE_SIDEQUEST_1_GET_TITLE	Bist du wahnsinnig?
$LINE_SIDEQUEST_1_GET_00_CHAR	$RAN
$LINE_SIDEQUEST_1_GET_00_TEXT	*Hey $MCG! Dieser Kreska-Drecksack will uns nichts verkaufen.
$LINE_SIDEQUEST_1_GET_10_CHAR	$RAN
$LINE_SIDEQUEST_1_GET_10_TEXT	Er ist auf die uns Geka gegebene Überlegenheit neidisch, wenn du mich fragst.
$LINE_SIDEQUEST_1_GET_20_CHAR	$MCG
$LINE_SIDEQUEST_1_GET_20_TEXT	Öhm ... Der Rest von uns sind keine Geka ...
$LINE_SIDEQUEST_1_GET_30_CHAR	$RAN
$LINE_SIDEQUEST_1_GET_30_TEXT	Ich hab euch zu Ehrenmitgliedern gemacht, so etwa vor fünf Minuten.
$LINE_SIDEQUEST_1_GET_40_CHAR	$RAN
$LINE_SIDEQUEST_1_GET_40_TEXT	Also, meine liebe Geka-Schwester, kannst du wohl etwas von dieser verrückten Seuchenmagie wirken und sein Gesicht schmelzen oder sowas?
$LINE_SIDEQUEST_1_GET_50_CHAR	$MCG
$LINE_SIDEQUEST_1_GET_50_TEXT	Ich werde das Gesicht von niemandem schmelzen.
$LINE_SIDEQUEST_1_GET_60_CHAR	$MCG
$LINE_SIDEQUEST_1_GET_60_TEXT	Erstens weiß ich nicht einmal wie das funktionieren sollte, und zweitens: was zur Hölle ist bei dir nicht in Ordnung?
$LINE_SIDEQUEST_1_GET_70_CHAR	$RAN
$LINE_SIDEQUEST_1_GET_70_TEXT	Er ist aus dem Kreska-Stamm. Wenn wir ihm nichts antun, treten wir eine 400 Jahre alten Blutfehden-Tradition mit Füßen.
$LINE_SIDEQUEST_1_GET_80_CHAR	$BER
$LINE_SIDEQUEST_1_GET_80_TEXT	Hat jemand „Gesicht schmelzen“ gesagt?
$LINE_SIDEQUEST_1_GET_90_CHAR	$BER
$LINE_SIDEQUEST_1_GET_90_TEXT	Zeig mir das Ziel! Ich werde einfach das Licht fokussieren, das von meinen funkelnden Bauchmuskeln reflektiert und ...
$LINE_SIDEQUEST_1_GET_100_CHAR	$BER
$LINE_SIDEQUEST_1_GET_100_TEXT	Schaut euch das an ... ich sehe ihn jetzt schon schwächer werden.
$LINE_SIDEQUEST_1_GET_110_CHAR	$RAN
$LINE_SIDEQUEST_1_GET_110_TEXT	... Ok, Plan zwei: du verführst ihn und dann werde ich mich reinschleichen und so viel ich tragen kann stehlen, solange er abgelenkt ist.
$LINE_SIDEQUEST_1_GET_120_CHAR	$MCG
$LINE_SIDEQUEST_1_GET_120_TEXT	Was? Nein ... Igitt.
$LINE_SIDEQUEST_1_GET_130_CHAR	$RAN
$LINE_SIDEQUEST_1_GET_130_TEXT	Du hast recht, du müsstest hübscher sein, damit das funktioniert.
$LINE_SIDEQUEST_1_GET_140_CHAR	$RAN
$LINE_SIDEQUEST_1_GET_140_TEXT	Ok, Plan drei: ihn töten, wenn niemand schaut.
$LINE_SIDEQUEST_1_GET_150_CHAR	$MCG
$LINE_SIDEQUEST_1_GET_150_TEXT	Könnt ihr ihm nicht einfach erzählen, dass wir diejenigen sind, die alle befreit haben?
$LINE_SIDEQUEST_1_GET_160_CHAR	$RAN
$LINE_SIDEQUEST_1_GET_160_TEXT	Oh, das hab ich versucht. Er hat einfach weiter von all den Kindern erzählt, die immer noch in den Katakomben unterhalb des Gefängnisses gefangen sind.
$LINE_SIDEQUEST_1_GET_170_CHAR	$RAN
$LINE_SIDEQUEST_1_GET_170_TEXT	Und da wir vernünftig waren und das auch nichts gebracht hat, lasst uns diesen Kreska-Idioten niederstechen.
$LINE_SIDEQUEST_1_GET_180_CHAR	$MCG
$LINE_SIDEQUEST_1_GET_180_TEXT	Es gibt unter dem Gefängnis gefangene Kinder?
$LINE_SIDEQUEST_1_GET_190_CHAR	$RAN
$LINE_SIDEQUEST_1_GET_190_TEXT	Ja, es ist schrecklich, aber das Wichtige ist jetzt, dass wir diesen Dreckskerl töten können und uns selbst mit all seinen tollen Sachen helfen können.
$LINE_SIDEQUEST_1_GET_200_CHAR	$MCG
$LINE_SIDEQUEST_1_GET_200_TEXT	...
$LINE_SIDEQUEST_1_GET_210_CHAR	$RAN
$LINE_SIDEQUEST_1_GET_210_TEXT	Hey! Warte! Du kannst nicht einfach einer Blutfehde aus dem Weg gehen!
$LINE_SIDEQUEST_1_GET_220_CHAR	$MCG
$LINE_SIDEQUEST_1_GET_220_TEXT	Du kannst ein unbedeutender Dieb sein, wenn du möchtest, aber ich werde ein paar Kinder retten gehen.
$LINE_SIDEQUEST_1_GET_230_CHAR	$RAN
$LINE_SIDEQUEST_1_GET_230_TEXT	Bist du verrückt? Alle Wiedergänger von Ozimal sind hinter uns her!
$LINE_SIDEQUEST_1_GET_240_CHAR	$MCG
$LINE_SIDEQUEST_1_GET_240_TEXT	Und sie werden es als Letztes erwarten, dass wir zurück ins Gefängnis gehen.
$LINE_SIDEQUEST_1_GET_250_CHAR	$RAN
$LINE_SIDEQUEST_1_GET_250_TEXT	Ja, weil das dumm ist!
$LINE_SIDEQUEST_1_GET_260_CHAR	$MCG
$LINE_SIDEQUEST_1_GET_260_TEXT	Dann bleib hier.
$LINE_SIDEQUEST_1_GET_270_CHAR	$RAN
$LINE_SIDEQUEST_1_GET_270_TEXT	Was? Du bist mein Fluchtplan, ich werde dich nicht aus meinen Augen lassen!
$LINE_SIDEQUEST_1_GET_280_CHAR	$RAN
$LINE_SIDEQUEST_1_GET_280_TEXT	... ich werde mich einfach den ganzen Weg über beschweren.
$SCENE_SIDEQUEST_1_INTRO_TITLE	Hand im Feuer
$LINE_SIDEQUEST_1_INTRO_00_CHAR	$RAN
$LINE_SIDEQUEST_1_INTRO_00_TEXT	Oh schau, es ist das zombieverseuchte Gefängnis, aus dem wir gerade erst ausgebrochen sind!
$LINE_SIDEQUEST_1_INTRO_10_CHAR	$RAN
$LINE_SIDEQUEST_1_INTRO_10_TEXT	Ok, lass mich das verstehen: wir haben gerade unsere Hand aus dem Feuer genommen ...
$LINE_SIDEQUEST_1_INTRO_20_CHAR	$RAN
$LINE_SIDEQUEST_1_INTRO_20_TEXT	Und wir dann so <LQ>Oh schau, etwas Glitzerndes! Lasst uns unsere H�nde gleich wieder rein schieben!<RQ>
$LINE_SIDEQUEST_1_INTRO_30_CHAR	$RAN
$LINE_SIDEQUEST_1_INTRO_30_TEXT	Das ist vielleicht nicht dem Rest von euch klar geworden, aber–
$LINE_SIDEQUEST_1_INTRO_40_CHAR	$MCG
$LINE_SIDEQUEST_1_INTRO_40_TEXT	Lass mich das verstehen: beschwerst du dich ernsthaft über den Versuch, Kinder zu retten?
$LINE_SIDEQUEST_1_INTRO_50_CHAR	$MCG
$LINE_SIDEQUEST_1_INTRO_50_TEXT	Ich verstehe, dass Beschweren zu deinem Charakter gehört, aber ernsthaft? Kinder?
$LINE_SIDEQUEST_1_INTRO_60_CHAR	$RAN
$LINE_SIDEQUEST_1_INTRO_60_TEXT	Das hab ich nicht gesagt, ich habe vielmehr darauf hingewiesen, dass -
$LINE_SIDEQUEST_1_INTRO_70_CHAR	$MCG
$LINE_SIDEQUEST_1_INTRO_70_TEXT	dass du Kinder hasst?
$LINE_SIDEQUEST_1_INTRO_80_CHAR	$RAN
$LINE_SIDEQUEST_1_INTRO_80_TEXT	Weißt du, ich mag es wirklich nicht, wenn du mir Worte in den Mund legst.
$LINE_SIDEQUEST_1_INTRO_90_CHAR	$MCG
$LINE_SIDEQUEST_1_INTRO_90_TEXT	Dir Worte in den Mund legen ist wie Wasser in einen Geysir schütten.
$LINE_SIDEQUEST_1_INTRO_100_CHAR	$BER
$LINE_SIDEQUEST_1_INTRO_100_TEXT	Zickenkrieg, alle Mann! Zickenkrieg!
$LINE_SIDEQUEST_1_INTRO_110_CHAR	$BER
$LINE_SIDEQUEST_1_INTRO_110_TEXT	Ich wette ein Paar Schuhe und ein verrostetes Messer auf die Hübsche!
$LINE_SIDEQUEST_1_INTRO_120_CHAR	$MCG
$LINE_SIDEQUEST_1_INTRO_120_TEXT	...
$LINE_SIDEQUEST_1_INTRO_130_CHAR	$BER
$LINE_SIDEQUEST_1_INTRO_130_TEXT	Oh, außerdem ist eine ganze Reihe Wiedergänger auf dem Weg hierher.
$LINE_SIDEQUEST_1_INTRO_140_CHAR	$MCG
$LINE_SIDEQUEST_1_INTRO_140_TEXT	Schick.
$SCENE_SIDEQUEST_1_OUTRO_TITLE	Praktische Blutfehde
$LINE_SIDEQUEST_1_OUTRO_00_CHAR	$BER
$LINE_SIDEQUEST_1_OUTRO_00_TEXT	Sind keine mehr über, die meinen Zorn schmecken möchten?
$LINE_SIDEQUEST_1_OUTRO_10_CHAR	$BER
$LINE_SIDEQUEST_1_OUTRO_10_TEXT	<LQ>Nein, wir haben wahrhaftig genug deines rechtschaffenden Zorns gehabt.<RQ>
$LINE_SIDEQUEST_1_OUTRO_20_CHAR	$BER
$LINE_SIDEQUEST_1_OUTRO_20_TEXT	Habt ihr? HABT IHR?
$LINE_SIDEQUEST_1_OUTRO_30_CHAR	$BER
$LINE_SIDEQUEST_1_OUTRO_30_TEXT	Oh ja, ich denk, das habt ihr gerade so gesagt.
$LINE_SIDEQUEST_1_OUTRO_40_CHAR	HÄFTLING
$LINE_SIDEQUEST_1_OUTRO_40_TEXT	Entschuldigung, verrückter Mann, aber was ist hier gerade passiert?
$LINE_SIDEQUEST_1_OUTRO_50_CHAR	$BER
$LINE_SIDEQUEST_1_OUTRO_50_TEXT	Sie wurden ausgel�scht! Sie meinten so <LQ>Yo, wir machen dich fertig!<RQ>
$LINE_SIDEQUEST_1_OUTRO_60_CHAR	$BER
$LINE_SIDEQUEST_1_OUTRO_60_TEXT	...und ich dann so <LQ>Das glaub ich aber nicht, scheu�liche Unholde!<RQ>
$LINE_SIDEQUEST_1_OUTRO_70_CHAR	$BER
$LINE_SIDEQUEST_1_OUTRO_70_TEXT	Und dann machte mein Bizeps so <LQ>PATSCH! KRACH!<RQ> und -
$LINE_SIDEQUEST_1_OUTRO_80_CHAR	$BER
$LINE_SIDEQUEST_1_OUTRO_80_TEXT	Oh, hey! Ihr müsst die Häftlinge sein, die wir hier retten sollen.
$LINE_SIDEQUEST_1_OUTRO_90_CHAR	HÄFTLING
$LINE_SIDEQUEST_1_OUTRO_90_TEXT	Retten? Du meinst, ihr seid nicht Ozimals Leute?
$LINE_SIDEQUEST_1_OUTRO_100_CHAR	$BER
$LINE_SIDEQUEST_1_OUTRO_100_TEXT	Machst du Witze? Ich würde niemals für so jemanden arbeiten!
$LINE_SIDEQUEST_1_OUTRO_110_CHAR	$BER
$LINE_SIDEQUEST_1_OUTRO_110_TEXT	Er riecht wie Käse.
$LINE_SIDEQUEST_1_OUTRO_120_CHAR	$BER
$LINE_SIDEQUEST_1_OUTRO_120_TEXT	Da zieh ich die Grenze.
$LINE_SIDEQUEST_1_OUTRO_130_CHAR	HÄFTLING
$LINE_SIDEQUEST_1_OUTRO_130_TEXT	Also können wir gehen? Ich verstehe nicht, was passiert ist.
$LINE_SIDEQUEST_1_OUTRO_140_CHAR	$BER
$LINE_SIDEQUEST_1_OUTRO_140_TEXT	Wenn du verstehen möchtest was passiert ist, solltest du vermutlich mit wem anders als mit mir reden.
$LINE_SIDEQUEST_1_OUTRO_150_CHAR	$MCG
$LINE_SIDEQUEST_1_OUTRO_150_TEXT	Wir sollten hier weg bevor die Feinde rausgefunden haben, was vor sich geht.
$LINE_SIDEQUEST_1_OUTRO_160_CHAR	$MCG
$LINE_SIDEQUEST_1_OUTRO_160_TEXT	Die anderen Häftlinge haben ein kleines Camp in der Nähe. Wir können euch den Weg zeigen.
$LINE_SIDEQUEST_1_OUTRO_170_CHAR	$MCG
$LINE_SIDEQUEST_1_OUTRO_170_TEXT	Ich verstehe nicht, jetzt möchtest du dem Kreska-Typen nichts antun?
$LINE_SIDEQUEST_1_OUTRO_180_CHAR	$RAN
$LINE_SIDEQUEST_1_OUTRO_180_TEXT	Ach, meine Geka-Schwester, du musst noch viel lernen.
$LINE_SIDEQUEST_1_OUTRO_190_CHAR	$RAN
$LINE_SIDEQUEST_1_OUTRO_190_TEXT	Das Zeug, das wir durch den Kampf bekommen haben ist viel besser als der Mist, den er Leuten verschacherte.
$LINE_SIDEQUEST_1_OUTRO_200_CHAR	$RAN
$LINE_SIDEQUEST_1_OUTRO_200_TEXT	Es gibt jetzt keinen Grund mehr, ihm irgendwas anzutun.
$LINE_SIDEQUEST_1_OUTRO_210_CHAR	$MCG
$LINE_SIDEQUEST_1_OUTRO_210_TEXT	Aber du warst doch total auf Blutfehde aus ...
$LINE_SIDEQUEST_1_OUTRO_220_CHAR	$RAN
$LINE_SIDEQUEST_1_OUTRO_220_TEXT	*$MCG, Traditionen sollen uns dienen, nicht anders herum. Vergiss nicht: Höchste Priorität hat das Überleben!
$LINE_SIDEQUEST_1_OUTRO_230_CHAR	$MCG
$LINE_SIDEQUEST_1_OUTRO_230_TEXT	Also ist eine Blutfehde nur eine Ausrede um zu tun, was du willst?
$LINE_SIDEQUEST_1_OUTRO_240_CHAR	$RAN
$LINE_SIDEQUEST_1_OUTRO_240_TEXT	Jetzt verstehst du es!
$LINE_SIDEQUEST_1_OUTRO_250_CHAR	$RAN
$LINE_SIDEQUEST_1_OUTRO_250_TEXT	Also merke dir: wenn du reiche Leute siehst, gibt es bestimmt einen guten Grund, sie zu hassen.
$SCENE_SIDEQUEST_2_GET_TITLE	Das fantastische Meer
$LINE_SIDEQUEST_2_GET_00_CHAR	$BER
$LINE_SIDEQUEST_2_GET_00_TEXT	Hey, Mönch-Typ!
$LINE_SIDEQUEST_2_GET_10_CHAR	$HEA
$LINE_SIDEQUEST_2_GET_10_TEXT	Ja, mein seltsamer Freund?
$LINE_SIDEQUEST_2_GET_20_CHAR	$BER
$LINE_SIDEQUEST_2_GET_20_TEXT	Ich dachte ihr Mönche sollt allen helfen und sie heilen!
$LINE_SIDEQUEST_2_GET_30_CHAR	$HEA
$LINE_SIDEQUEST_2_GET_30_TEXT	Nun, an sich schon.
$LINE_SIDEQUEST_2_GET_40_CHAR	$BER
$LINE_SIDEQUEST_2_GET_40_TEXT	Also warum versuchst du, mich zu vergiften?!
$LINE_SIDEQUEST_2_GET_50_CHAR	$HEA
$LINE_SIDEQUEST_2_GET_50_TEXT	Vergiften?
$LINE_SIDEQUEST_2_GET_60_CHAR	$BER
$LINE_SIDEQUEST_2_GET_60_TEXT	Was ist mit diesem Essen hier?
$LINE_SIDEQUEST_2_GET_70_CHAR	$HEA
$LINE_SIDEQUEST_2_GET_70_TEXT	Stimmt etwas damit nicht?
$LINE_SIDEQUEST_2_GET_80_CHAR	$BER
$LINE_SIDEQUEST_2_GET_80_TEXT	Ob etwas damit nicht stimmt? Es ist ... es ist voll mit den Dingern, die aus dem Boden wachsen!
$LINE_SIDEQUEST_2_GET_90_CHAR	$HEA
$LINE_SIDEQUEST_2_GET_90_TEXT	Gemüse?
$LINE_SIDEQUEST_2_GET_100_CHAR	$BER
$LINE_SIDEQUEST_2_GET_100_TEXT	Ja, das Zeug!
$LINE_SIDEQUEST_2_GET_110_CHAR	$BER
$LINE_SIDEQUEST_2_GET_110_TEXT	*Ich kann diese Statur nicht mit Gemüse behalten! Möchtest du, dass ich noch wie $MCG aussehe? Dürr und nutzlos?
$LINE_SIDEQUEST_2_GET_120_CHAR	$MCG
$LINE_SIDEQUEST_2_GET_120_TEXT	Hey!
$LINE_SIDEQUEST_2_GET_130_CHAR	$BER
$LINE_SIDEQUEST_2_GET_130_TEXT	Ich fühle schon, wie meine Kräfte schwinden ...
$LINE_SIDEQUEST_2_GET_140_CHAR	$HEA
$LINE_SIDEQUEST_2_GET_140_TEXT	Nun, wir hatten eigentlich einen beständigen Nachschub an Fisch, aber die Wiedergänger haben den Fluss verseucht.
$LINE_SIDEQUEST_2_GET_150_CHAR	$BER
$LINE_SIDEQUEST_2_GET_150_TEXT	Wasserzombies sagst du?
$LINE_SIDEQUEST_2_GET_160_CHAR	$BER
$LINE_SIDEQUEST_2_GET_160_TEXT	Klingt nach einem Job für ...
$LINE_SIDEQUEST_2_GET_170_CHAR	$BER
$LINE_SIDEQUEST_2_GET_170_TEXT	*$BER - Bringer des aquatischen Todes!
$LINE_SIDEQUEST_2_GET_180_CHAR	$BER
$LINE_SIDEQUEST_2_GET_180_TEXT	Der stümmelnde Seefahrer! Der blutvergießende Bootsmann! Der malträtierende Matrose!
$LINE_SIDEQUEST_2_GET_190_CHAR	$MCG
$LINE_SIDEQUEST_2_GET_190_TEXT	Der Binsenweisheits-Bootsfahrer
$LINE_SIDEQUEST_2_GET_200_CHAR	$BER
$LINE_SIDEQUEST_2_GET_200_TEXT	Ich segle über das fantastische Meer, deine schwachen Witzeleien sind wie Gischt in der Brandung.
$LINE_SIDEQUEST_2_GET_210_CHAR	$MCG
$LINE_SIDEQUEST_2_GET_210_TEXT	Wenn du endlich fertig damit bist, in der See der Selbstbeweihräucherung zu schwelgen, könnten wir tatsächlich einige Wiedergänger bekämpfen.
$SCENE_SIDEQUEST_2_INTRO_TITLE	Lord Primadonna
$LINE_SIDEQUEST_2_INTRO_00_CHAR	$RAN
$LINE_SIDEQUEST_2_INTRO_00_TEXT	Warum machen wir das schon wieder? Weil Lord Primadonna es nicht verkraftet, sein Gemüse zu essen?
$LINE_SIDEQUEST_2_INTRO_10_CHAR	$BER
$LINE_SIDEQUEST_2_INTRO_10_TEXT	Schau dir nur an, was sie mit dir gemacht haben!
$LINE_SIDEQUEST_2_INTRO_20_CHAR	$RAN
$LINE_SIDEQUEST_2_INTRO_20_TEXT	Was?
$LINE_SIDEQUEST_2_INTRO_30_CHAR	$BER
$LINE_SIDEQUEST_2_INTRO_30_TEXT	Du hast die Form einer Kartoffel.
$LINE_SIDEQUEST_2_INTRO_40_CHAR	$RAN
$LINE_SIDEQUEST_2_INTRO_40_TEXT	Hey!
$LINE_SIDEQUEST_2_INTRO_50_CHAR	$MCG
$LINE_SIDEQUEST_2_INTRO_50_TEXT	Ha.
$LINE_SIDEQUEST_2_INTRO_60_CHAR	$RAN
$LINE_SIDEQUEST_2_INTRO_60_TEXT	Das ist doch doof.
$LINE_SIDEQUEST_2_INTRO_70_CHAR	$BER
$LINE_SIDEQUEST_2_INTRO_70_TEXT	Ja, das ist vermutlich der dümmste Grund, aus dem wir je gekämpft haben.
$LINE_SIDEQUEST_2_INTRO_80_CHAR	$MCG
$LINE_SIDEQUEST_2_INTRO_80_TEXT	Was? Deinetwegen sind wir doch hier!
$LINE_SIDEQUEST_2_INTRO_90_CHAR	$BER
$LINE_SIDEQUEST_2_INTRO_90_TEXT	Nur, weil ich etwas mache heißt das nicht, dass ich denke, es sei klug.
$LINE_SIDEQUEST_2_INTRO_100_CHAR	$BER
$LINE_SIDEQUEST_2_INTRO_100_TEXT	Ich bin ich! Ich hab aber mehr von dir erwartet.
$LINE_SIDEQUEST_2_INTRO_110_CHAR	$MCG
$LINE_SIDEQUEST_2_INTRO_110_TEXT	...
$LINE_SIDEQUEST_2_INTRO_120_CHAR	$BER
$LINE_SIDEQUEST_2_INTRO_120_TEXT	Übrigens sieht's so aus, als seien die Gängis hier.
$LINE_SIDEQUEST_2_INTRO_130_CHAR	$MCG
$LINE_SIDEQUEST_2_INTRO_130_TEXT	Voran.
$SCENE_SIDEQUEST_2_OUTRO_TITLE	Fischstäbchen
$LINE_SIDEQUEST_2_OUTRO_00_CHAR	$RAN
$LINE_SIDEQUEST_2_OUTRO_00_TEXT	Das war der Letzte.
$LINE_SIDEQUEST_2_OUTRO_10_CHAR	$BER
$LINE_SIDEQUEST_2_OUTRO_10_TEXT	... Aber die Schlacht hat gerade erst angefangen.
$LINE_SIDEQUEST_2_OUTRO_20_CHAR	$BER
$LINE_SIDEQUEST_2_OUTRO_20_TEXT	FISCHE, SCHAUT HINAUF ZU EUREM UNTERGANG!
$LINE_SIDEQUEST_2_OUTRO_30_CHAR	$BER
$LINE_SIDEQUEST_2_OUTRO_30_TEXT	Ich bin der Imperator der ichthysischen Ausrottung!
$LINE_SIDEQUEST_2_OUTRO_40_CHAR	$RAN
$LINE_SIDEQUEST_2_OUTRO_40_TEXT	Wir haben also wieder mal den Fluss sicher gemacht ...
$LINE_SIDEQUEST_2_OUTRO_50_CHAR	$RAN
$LINE_SIDEQUEST_2_OUTRO_50_TEXT	... damit ein halbnackter schwertschwingender Verrückter all das heimische Leben abschlachten kann.
$LINE_SIDEQUEST_2_OUTRO_60_CHAR	$MCG
$LINE_SIDEQUEST_2_OUTRO_60_TEXT	So ziemlich.
$SCENE_SIDEQUEST_3_GET_TITLE	Verwandtschaft verpflichtet
$LINE_SIDEQUEST_3_GET_00_CHAR	SCHWESTER
$LINE_SIDEQUEST_3_GET_00_TEXT	Entschuldigen Sie bitte, aber stimmt es, dass Sie mit einem Mitglied des Geka-Stamms reisen?
$LINE_SIDEQUEST_3_GET_10_CHAR	$MCG
$LINE_SIDEQUEST_3_GET_10_TEXT	Tats�chlich mit mehreren, falls Sie <LQ>Ehrenmitglieder<RQ> mitz�hlen wollen.
$LINE_SIDEQUEST_3_GET_20_CHAR	SCHWESTER
$LINE_SIDEQUEST_3_GET_20_TEXT	Wir kümmern uns um eine sehr kranke Geka in unserem Kloster.
$LINE_SIDEQUEST_3_GET_30_CHAR	SCHWESTER
$LINE_SIDEQUEST_3_GET_30_TEXT	Als sie hörte, eine weitere Geka sei hier, hat sie danach verlangt, sie zu sehen.
$LINE_SIDEQUEST_3_GET_40_CHAR	SCHWESTER
$LINE_SIDEQUEST_3_GET_40_TEXT	Falls Ihr sie bitte besuchen könnt ... Wir machen uns Sorgen, dass ihre Verfassung sich verschlechtert, wenn sie sich weiter aufregt.
$LINE_SIDEQUEST_3_GET_50_CHAR	$BER
$LINE_SIDEQUEST_3_GET_50_TEXT	Keine Sorge, ich habe eine ungemein beruhigende Ausstrahlung auf Menschen!
$LINE_SIDEQUEST_3_GET_60_CHAR	SCHWESTER
